,filename,width,height,class,xmin,ymin,xmax,ymax
1479,armas (371).jpg,460,502,pistol,82,91,244,172
1480,armas (1173).jpg,523,350,pistol,41,15,478,319
1481,armas (721).jpg,667,580,pistol,1,5,655,578
1482,armas (1523).jpg,500,333,pistol,12,141,231,286
1483,armas (1523).jpg,500,333,pistol,134,29,272,234
1484,armas (1523).jpg,500,333,pistol,254,155,488,299
1485,armas (1466).jpg,500,333,pistol,40,35,474,290
1486,armas (664).jpg,640,368,pistol,125,28,525,291
1487,armas (1935).jpg,1500,1221,pistol,141,201,958,823
1488,armas (849).jpg,269,187,pistol,145,50,237,120
1489,armas (2134).jpg,800,482,pistol,60,74,720,389
1490,armas (1348).jpg,332,500,pistol,28,64,98,206
1491,armas (2837).jpg,634,567,pistol,242,315,374,468
1492,armas (2972).jpg,1918,816,pistol,701,265,1024,634
1493,armas (2421).jpg,160,120,pistol,17,4,145,112
1494,armas (2071).jpg,450,320,pistol,275,74,414,187
1495,armas (1574).jpg,500,390,pistol,16,66,255,361
1496,armas (1574).jpg,500,390,pistol,253,16,481,367
1497,armas (1124).jpg,940,545,pistol,222,112,368,537
1498,armas (326).jpg,450,284,pistol,1,72,151,166
1499,armas (326).jpg,450,284,pistol,296,73,440,166
1500,armas (2358).jpg,160,120,pistol,2,9,154,103
1501,armas (92).jpg,112,168,pistol,29,17,35,49
1502,armas (1827).jpg,396,286,pistol,132,84,219,131
1503,armas (1962).jpg,680,381,pistol,283,168,315,189
1504,armas (633).jpg,436,566,pistol,1,18,413,559
1505,armas (1431).jpg,500,339,pistol,230,58,454,206
1506,armas (1061).jpg,2592,1728,pistol,1279,526,1450,847
1507,armas (799).jpg,300,172,pistol,15,13,288,160
1508,armas (2821).jpg,960,540,pistol,560,153,631,300
1509,armas (2122).jpg,377,319,pistol,8,106,78,193
1510,armas (2572).jpg,160,120,pistol,5,1,154,119
1511,armas (2088).jpg,841,1390,pistol,332,609,800,858
1512,armas (2067).jpg,863,1392,pistol,481,287,694,549
1513,armas (2437).jpg,160,120,pistol,4,1,154,117
1514,armas (449).jpg,1024,1024,pistol,537,552,606,652
1515,armas (2964).jpg,569,373,pistol,9,268,124,365
1516,armas (1831).jpg,259,194,pistol,27,23,92,48
1517,armas (84).jpg,450,295,pistol,205,104,266,166
1518,armas (84).jpg,450,295,pistol,277,98,348,167
1519,armas (330).jpg,300,470,pistol,121,93,278,357
1520,armas (1132).jpg,1300,926,pistol,176,14,854,422
1521,armas (1098).jpg,1033,775,pistol,626,197,710,243
1522,armas (760).jpg,230,300,pistol,1,75,229,229
1523,armas (1562).jpg,375,500,pistol,40,250,373,360
1524,armas (1077).jpg,1024,768,pistol,763,263,926,640
1525,armas (1427).jpg,500,337,pistol,39,48,456,283
1526,armas (1974).jpg,450,300,pistol,11,2,446,260
1527,armas (808).jpg,300,225,pistol,13,16,281,218
1528,armas (2525).jpg,160,120,pistol,16,33,154,112
1529,armas (2175).jpg,160,120,pistol,3,2,156,117
1530,armas (2876).jpg,400,282,pistol,20,76,169,264
1531,armas (2876).jpg,400,282,pistol,241,76,394,273
1532,armas (1759).jpg,400,300,pistol,2,16,105,157
1533,armas (1759).jpg,400,300,pistol,192,43,317,129
1534,armas (1759).jpg,400,300,pistol,243,77,396,227
1535,armas (2899).jpg,1300,863,pistol,177,124,602,824
1536,armas (2460).jpg,160,120,pistol,1,4,157,110
1537,armas (2030).jpg,661,496,pistol,355,229,435,335
1538,armas (1535).jpg,500,333,pistol,185,161,247,199
1539,armas (737).jpg,1600,947,pistol,396,368,1032,600
1540,armas (1165).jpg,2000,1000,pistol,1153,405,1676,999
1541,armas (367).jpg,640,480,pistol,111,81,330,429
1542,armas (2319).jpg,160,120,pistol,5,4,155,116
1543,armas (2749).jpg,160,120,pistol,2,3,157,115
1544,armas (1866).jpg,517,264,pistol,274,157,359,202
1545,armas (672).jpg,640,447,pistol,132,38,415,214
1546,armas (672).jpg,640,447,pistol,487,122,635,336
1547,armas (388).jpg,1000,792,pistol,9,67,925,686
1548,armas (1470).jpg,500,285,pistol,11,14,479,248
1549,armas (222).jpg,640,429,pistol,167,147,637,409
1550,armas (222).jpg,640,429,pistol,102,90,560,276
1551,armas (222).jpg,640,429,pistol,1,115,72,293
1552,armas (222).jpg,640,429,pistol,11,2,109,122
1553,armas (222).jpg,640,429,pistol,119,1,530,112
1554,armas (1020).jpg,231,218,pistol,18,5,58,123
1555,armas (1057).jpg,1300,866,pistol,180,163,1135,553
1556,armas (255).jpg,634,850,pistol,15,12,391,618
1557,armas (1407).jpg,500,375,pistol,12,36,482,338
1558,armas (605).jpg,320,217,pistol,8,9,253,104
1559,armas (1954).jpg,450,320,pistol,176,70,230,152
1560,armas (2381).jpg,160,120,pistol,3,3,154,118
1561,armas (1811).jpg,866,1390,pistol,457,565,791,1226
1562,armas (2694).jpg,160,120,pistol,6,12,153,103
1563,armas (1112).jpg,600,400,pistol,389,72,502,269
1564,armas (1542).jpg,500,333,pistol,54,142,354,288
1565,armas (1542).jpg,500,333,pistol,203,52,444,215
1566,armas (2047).jpg,600,271,pistol,25,9,565,194
1567,armas (890).jpg,240,106,pistol,53,12,196,106
1568,armas (2417).jpg,160,120,pistol,2,2,157,115
1569,armas (2944).jpg,1083,832,pistol,31,9,1018,809
1570,armas (193).jpg,254,300,pistol,213,23,254,54
1571,armas (2801).jpg,366,450,pistol,26,75,82,116
1572,armas (486).jpg,1023,682,pistol,101,192,563,573
1573,armas (1684).jpg,480,360,pistol,327,149,347,164
1574,armas (2552).jpg,160,120,pistol,6,1,157,113
1575,armas (2786).jpg,495,464,pistol,141,144,189,244
1576,armas (1903).jpg,1300,1330,pistol,526,687,1202,1073
1577,armas (652).jpg,1920,1200,pistol,1329,19,1620,815
1578,armas (652).jpg,1920,1200,pistol,999,45,1364,684
1579,armas (1450).jpg,500,375,pistol,78,79,433,304
1580,armas (1000).jpg,275,183,pistol,97,4,215,96
1581,armas (1515).jpg,500,375,pistol,170,115,456,320
1582,armas (1145).jpg,2569,2389,pistol,40,102,2568,2342
1583,armas (2339).jpg,160,120,pistol,3,1,155,116
1584,armas (2769).jpg,160,120,pistol,6,1,156,114
1585,armas (1846).jpg,475,356,pistol,69,47,304,268
1586,armas (2293).jpg,160,120,pistol,7,2,157,116
1587,armas (1796).jpg,1280,853,pistol,106,123,1097,688
1588,armas (2913).jpg,1300,865,pistol,437,75,867,585
1589,armas (2505).jpg,160,120,pistol,2,1,157,116
1590,armas (2155).jpg,284,160,pistol,80,24,110,96
1591,armas (982).jpg,203,248,pistol,64,59,99,157
1592,armas (1329).jpg,590,408,pistol,37,31,553,377
1593,armas (1283).jpg,500,375,pistol,30,141,239,230
1594,armas (2856).jpg,599,361,pistol,30,2,566,361
1595,armas (1779).jpg,1920,1200,pistol,645,150,1919,1196
1596,armas (1016).jpg,183,275,pistol,56,8,104,44
1597,armas (1016).jpg,183,275,pistol,54,87,86,138
1598,armas (214).jpg,728,546,pistol,105,101,528,304
1599,armas (1446).jpg,333,500,pistol,33,7,225,500
1600,armas (644).jpg,1100,730,pistol,286,49,842,432
1601,armas (1915).jpg,302,210,pistol,38,23,189,133
1602,armas (2285).jpg,160,120,pistol,14,7,145,106
1603,armas (1850).jpg,575,315,pistol,245,89,318,127
1604,armas (351).jpg,1400,856,pistol,80,260,319,441
1605,armas (1153).jpg,640,447,pistol,159,201,215,328
1606,armas (2006).jpg,800,619,pistol,25,15,764,511
1607,armas (2456).jpg,160,120,pistol,8,8,142,113
1608,armas (428).jpg,1023,682,pistol,474,166,921,458
1609,armas (2905).jpg,1300,1076,pistol,72,360,1047,670
1610,armas (1780).jpg,240,160,pistol,40,39,217,99
1611,armas (582).jpg,300,173,pistol,10,59,98,123
1612,armas (1295).jpg,496,487,pistol,69,88,282,470
1613,armas (1295).jpg,496,487,pistol,278,17,482,348
1614,armas (2143).jpg,661,496,pistol,484,137,632,244
1615,armas (2513).jpg,160,120,pistol,4,1,158,116
1616,armas (2397).jpg,160,120,pistol,3,3,154,113
1617,armas (1942).jpg,1500,1017,pistol,350,66,1400,777
1618,armas (613).jpg,3462,2510,pistol,792,420,2007,1797
1619,armas (243).jpg,700,525,pistol,163,183,426,313
1620,armas (1041).jpg,275,183,pistol,101,24,238,120
1621,armas (1554).jpg,334,500,pistol,127,287,162,325
1622,armas (1104).jpg,360,240,pistol,29,68,340,181
1623,armas (306).jpg,420,315,pistol,6,17,410,267
1624,armas (2378).jpg,160,120,pistol,2,1,155,113
1625,armas (2682).jpg,160,120,pistol,1,2,157,118
1626,armas (1807).jpg,800,430,pistol,339,159,405,248
1627,armas (2728).jpg,160,120,pistol,3,1,158,116
1628,armas (185).jpg,634,507,pistol,305,291,369,339
1629,armas (2952).jpg,225,225,pistol,77,24,213,171
1630,armas (1387).jpg,500,333,pistol,1,1,452,281
1631,armas (2401).jpg,160,120,pistol,10,9,155,112
1632,armas (886).jpg,252,200,pistol,157,12,191,67
1633,armas (869).jpg,248,203,pistol,48,67,105,105
1634,armas (2544).jpg,160,120,pistol,3,2,156,116
1635,armas (2114).jpg,5879,4279,pistol,962,1439,2256,2019
1636,armas (1692).jpg,500,375,pistol,127,149,292,235
1637,armas (490).jpg,1300,956,pistol,777,5,1212,280
1638,armas (1368).jpg,500,334,pistol,333,71,441,166
1639,armas (1738).jpg,500,375,pistol,54,63,462,312
1640,armas (2817).jpg,920,536,pistol,768,362,806,421
1641,armas (1485).jpg,500,281,pistol,66,13,446,247
1642,armas (2303).jpg,160,120,pistol,3,3,155,116
1643,armas (2753).jpg,160,120,pistol,2,1,156,114
1644,armas (1893).jpg,720,480,pistol,153,205,492,375
1645,armas (26).jpg,450,424,pistol,38,10,156,240
1646,armas (1939).jpg,1500,1312,pistol,557,464,937,1108
1647,armas (2616).jpg,160,120,pistol,1,3,156,115
1648,armas (1190).jpg,300,293,pistol,4,29,300,245
1649,armas (668).jpg,710,532,pistol,84,132,473,408
1650,armas (1313).jpg,1000,679,pistol,28,39,971,657
1651,armas (541).jpg,275,183,pistol,35,35,209,161
1652,armas (1743).jpg,500,376,pistol,16,35,461,345
1653,armas (1256).jpg,500,375,pistol,5,96,480,253
1654,armas (2883).jpg,400,400,pistol,37,21,165,206
1655,armas (1606).jpg,450,306,pistol,64,36,389,282
1656,armas (957).jpg,217,232,pistol,26,39,147,134
1657,armas (2180).jpg,160,120,pistol,1,1,154,91
1658,armas (2704).jpg,160,120,pistol,3,1,160,117
1659,armas (1128).jpg,640,447,pistol,36,72,301,267
1660,armas (1082).jpg,703,535,pistol,340,32,537,103
1661,armas (280).jpg,347,540,pistol,173,172,205,342
1662,armas (1578).jpg,455,500,pistol,164,276,268,346
1663,armas (795).jpg,300,151,pistol,15,16,285,144
1664,armas (1597).jpg,500,334,pistol,187,26,217,48
1665,armas (2641).jpg,160,120,pistol,2,1,155,119
1666,armas (2211).jpg,160,120,pistol,2,3,156,112
1667,armas (1714).jpg,500,333,pistol,341,77,397,103
1668,armas (516).jpg,269,187,pistol,8,7,241,92
1669,armas (1344).jpg,500,332,pistol,44,18,234,293
1670,armas (1344).jpg,500,332,pistol,228,22,417,292
1671,armas (146).jpg,682,1024,pistol,190,766,248,910
1672,armas (2991).jpg,333,500,pistol,96,402,168,496
1673,armas (2138).jpg,650,400,pistol,329,24,645,161
1674,armas (845).jpg,275,183,pistol,32,28,171,149
1675,armas (2092).jpg,640,444,pistol,365,77,566,280
1676,armas (2587).jpg,160,120,pistol,1,1,158,119
1677,armas (900).jpg,263,192,pistol,69,53,123,85
1678,armas (453).jpg,1023,683,pistol,324,516,390,662
1679,armas (1651).jpg,500,375,pistol,4,48,483,366
1680,armas (1201).jpg,500,375,pistol,91,28,352,148
1681,armas (1094).jpg,1500,1125,pistol,9,336,538,691
1682,armas (2712).jpg,160,120,pistol,1,3,157,115
1683,armas (2207).jpg,160,120,pistol,3,3,158,106
1684,armas (67).jpg,450,300,pistol,319,212,356,275
1685,armas (2657).jpg,160,120,pistol,5,3,155,116
1686,armas (1978).jpg,1300,953,pistol,456,2,1220,554
1687,armas (629).jpg,600,400,pistol,278,155,455,244
1688,armas (279).jpg,560,341,pistol,99,152,162,312
1689,armas (279).jpg,560,341,pistol,375,139,442,308
1690,armas (1581).jpg,333,500,pistol,10,53,295,208
1691,armas (783).jpg,300,200,pistol,21,60,240,180
1692,armas (2084).jpg,600,420,pistol,321,13,413,129
1693,armas (853).jpg,275,184,pistol,176,72,239,129
1694,armas (2987).jpg,406,245,pistol,16,126,65,166
1695,armas (150).jpg,450,298,pistol,203,1,268,94
1696,armas (1352).jpg,500,333,pistol,113,40,497,284
1697,armas (500).jpg,262,192,pistol,26,10,235,176
1698,armas (1702).jpg,450,300,pistol,38,22,409,285
1699,armas (1217).jpg,500,333,pistol,87,72,199,168
1700,armas (2968).jpg,246,205,pistol,114,31,142,56
1701,armas (445).jpg,907,1024,pistol,100,330,786,979
1702,armas (916).jpg,275,183,pistol,65,34,215,137
1703,armas (2591).jpg,160,120,pistol,1,5,158,114
1704,armas (2315).jpg,160,120,pistol,5,1,150,116
1705,armas (1493).jpg,500,375,pistol,130,11,442,346
1706,armas (1169).jpg,880,440,pistol,495,11,878,204
1707,armas (691).jpg,1020,596,pistol,189,119,780,337
1708,armas (1539).jpg,500,424,pistol,162,18,499,421
1709,armas (384).jpg,1600,833,pistol,396,113,1203,700
1710,armas (1186).jpg,585,390,pistol,8,12,583,379
1711,armas (2600).jpg,160,120,pistol,2,1,154,116
1712,armas (30).jpg,866,1300,pistol,110,386,232,528
1713,armas (2250).jpg,160,120,pistol,1,2,158,120
1714,armas (1885).jpg,500,334,pistol,190,35,408,285
1715,armas (1755).jpg,500,300,pistol,23,55,486,281
1716,armas (557).jpg,606,373,pistol,215,58,276,180
1717,armas (1305).jpg,300,264,pistol,4,3,299,262
1718,armas (107).jpg,156,235,pistol,43,52,75,130
1719,armas (6).jpg,1114,741,pistol,274,203,949,616
1720,armas (2179).jpg,160,120,pistol,1,2,154,116
1721,armas (2529).jpg,160,120,pistol,2,12,157,105
1722,armas (804).jpg,300,199,pistol,26,11,275,183
1723,armas (2196).jpg,160,120,pistol,3,3,154,115
1724,armas (941).jpg,292,173,pistol,43,3,261,161
1725,armas (412).jpg,1023,682,pistol,524,246,921,454
1726,armas (1610).jpg,375,500,pistol,23,159,174,242
1727,armas (2895).jpg,1300,870,pistol,422,302,752,577
1728,armas (1240).jpg,500,333,pistol,207,12,477,224
1729,armas (1754).jpg,450,326,pistol,9,2,449,325
1730,armas (556).jpg,850,567,pistol,310,136,642,339
1731,armas (1304).jpg,300,382,pistol,1,186,297,379
1732,armas (1304).jpg,300,382,pistol,1,3,297,185
1733,armas (106).jpg,1300,866,pistol,441,190,580,388
1734,armas (2178).jpg,160,120,pistol,2,1,156,115
1735,armas (7).jpg,1300,1300,pistol,738,590,1098,1066
1736,armas (2482).jpg,160,120,pistol,14,1,143,115
1737,armas (2528).jpg,160,120,pistol,5,6,157,112
1738,armas (805).jpg,300,225,pistol,19,24,269,162
1739,armas (940).jpg,244,206,pistol,118,72,141,119
1740,armas (2197).jpg,160,120,pistol,3,1,152,111
1741,armas (413).jpg,1023,682,pistol,49,81,982,682
1742,armas (1241).jpg,500,406,pistol,56,50,431,358
1743,armas (2314).jpg,160,120,pistol,2,6,154,112
1744,armas (1492).jpg,500,420,pistol,60,185,341,388
1745,armas (1492).jpg,500,420,pistol,151,36,431,240
1746,armas (690).jpg,540,364,pistol,97,151,229,354
1747,armas (690).jpg,540,364,pistol,12,40,154,183
1748,armas (690).jpg,540,364,pistol,252,150,341,317
1749,armas (690).jpg,540,364,pistol,347,124,450,343
1750,armas (690).jpg,540,364,pistol,455,152,525,300
1751,armas (690).jpg,540,364,pistol,178,25,302,154
1752,armas (690).jpg,540,364,pistol,289,11,396,127
1753,armas (690).jpg,540,364,pistol,381,18,471,126
1754,armas (1538).jpg,333,500,pistol,182,176,200,198
1755,armas (2601).jpg,160,120,pistol,1,1,156,116
1756,armas (2251).jpg,160,120,pistol,7,1,157,113
1757,armas (1884).jpg,500,340,pistol,176,72,440,192
1758,armas (852).jpg,300,168,pistol,28,1,219,82
1759,armas (2085).jpg,600,420,pistol,111,173,186,297
1760,armas (151).jpg,450,298,pistol,174,97,281,176
1761,armas (2986).jpg,343,203,pistol,21,28,327,187
1762,armas (1353).jpg,500,375,pistol,94,49,410,292
1763,armas (501).jpg,262,193,pistol,1,1,213,129
1764,armas (1703).jpg,500,369,pistol,6,1,492,363
1765,armas (1216).jpg,500,311,pistol,1,3,495,304
1766,armas (2969).jpg,225,225,pistol,6,53,147,150
1767,armas (1646).jpg,500,375,pistol,79,75,436,327
1768,armas (444).jpg,1023,672,pistol,378,134,663,549
1769,armas (2590).jpg,160,120,pistol,5,3,155,115
1770,armas (1095).jpg,1500,1125,pistol,733,300,1242,750
1771,armas (89).jpg,168,113,pistol,32,24,56,80
1772,armas (1996).jpg,837,418,pistol,75,39,730,417
1773,armas (2713).jpg,160,120,pistol,2,2,155,115
1774,armas (2206).jpg,160,120,pistol,2,1,157,112
1775,armas (66).jpg,288,175,pistol,8,2,282,170
1776,armas (2656).jpg,160,120,pistol,2,3,158,118
1777,armas (1979).jpg,640,445,pistol,86,140,639,423
1778,armas (628).jpg,500,753,pistol,76,560,136,655
1779,armas (628).jpg,500,753,pistol,78,305,421,545
1780,armas (1580).jpg,500,333,pistol,29,65,431,303
1781,armas (278).jpg,468,312,pistol,46,2,230,311
1782,armas (782).jpg,300,225,pistol,4,1,298,224
1783,armas (1715).jpg,500,375,pistol,220,67,274,91
1784,armas (517).jpg,275,183,pistol,36,29,229,171
1785,armas (1345).jpg,800,549,pistol,20,61,798,497
1786,armas (1345).jpg,800,549,pistol,474,323,800,530
1787,armas (2990).jpg,648,431,pistol,125,69,485,401
1788,armas (147).jpg,158,235,pistol,22,94,102,207
1789,armas (2139).jpg,211,300,pistol,8,57,202,279
1790,armas (2093).jpg,344,540,pistol,19,169,127,368
1791,armas (844).jpg,267,189,pistol,22,25,207,164
1792,armas (2586).jpg,160,120,pistol,4,1,158,118
1793,armas (901).jpg,258,195,pistol,134,89,172,123
1794,armas (452).jpg,1023,683,pistol,601,139,724,308
1795,armas (1650).jpg,500,375,pistol,26,51,449,355
1796,armas (1200).jpg,500,375,pistol,184,145,361,293
1797,armas (1200).jpg,500,375,pistol,12,117,262,242
1798,armas (2705).jpg,160,120,pistol,3,1,157,117
1799,armas (1980).jpg,1300,953,pistol,184,285,1298,870
1800,armas (2355).jpg,160,120,pistol,7,4,156,117
1801,armas (1129).jpg,800,430,pistol,281,58,571,343
1802,armas (1579).jpg,500,429,pistol,1,1,323,339
1803,armas (281).jpg,640,425,pistol,109,149,220,424
1804,armas (794).jpg,300,197,pistol,37,52,269,160
1805,armas (1596).jpg,500,357,pistol,130,67,374,218
1806,armas (1596).jpg,500,357,pistol,133,134,375,287
1807,armas (2640).jpg,160,120,pistol,2,5,155,119
1808,armas (70).jpg,168,113,pistol,101,35,124,55
1809,armas (2210).jpg,160,120,pistol,5,2,156,110
1810,armas (813).jpg,300,153,pistol,1,1,296,141
1811,armas (110).jpg,1300,731,pistol,239,51,1027,667
1812,armas (540).jpg,252,200,pistol,79,27,203,184
1813,armas (1742).jpg,500,376,pistol,20,59,454,347
1814,armas (1257).jpg,500,299,pistol,8,12,490,282
1815,armas (2882).jpg,1300,1300,pistol,367,212,517,457
1816,armas (1607).jpg,500,356,pistol,30,226,176,320
1817,armas (1607).jpg,500,356,pistol,7,153,179,255
1818,armas (1607).jpg,500,356,pistol,102,89,214,136
1819,armas (1607).jpg,500,356,pistol,184,138,347,239
1820,armas (1607).jpg,500,356,pistol,238,238,346,324
1821,armas (1607).jpg,500,356,pistol,317,205,459,306
1822,armas (1607).jpg,500,356,pistol,322,103,450,195
1823,armas (1607).jpg,500,356,pistol,181,33,303,129
1824,armas (1607).jpg,500,356,pistol,30,7,213,139
1825,armas (1607).jpg,500,356,pistol,265,7,438,99
1826,armas (2928).jpg,1300,866,pistol,822,155,967,350
1827,armas (2181).jpg,160,120,pistol,3,2,157,108
1828,armas (956).jpg,275,183,pistol,71,43,217,97
1829,armas (1484).jpg,500,281,pistol,2,28,500,281
1830,armas (2302).jpg,160,120,pistol,3,7,155,112
1831,armas (1892).jpg,470,152,pistol,24,62,249,126
1832,armas (27).jpg,866,1300,pistol,42,382,168,660
1833,armas (27).jpg,866,1300,pistol,708,412,820,684
1834,armas (1938).jpg,450,412,pistol,165,196,290,287
1835,armas (2617).jpg,160,120,pistol,6,4,155,115
1836,armas (669).jpg,317,320,pistol,107,197,287,290
1837,armas (669).jpg,317,320,pistol,92,127,254,205
1838,armas (669).jpg,317,320,pistol,98,76,267,137
1839,armas (393).jpg,448,298,pistol,1,41,428,298
1840,armas (2953).jpg,225,225,pistol,21,53,206,185
1841,armas (184).jpg,634,718,pistol,372,179,486,278
1842,armas (1386).jpg,500,333,pistol,28,77,421,299
1843,armas (2050).jpg,640,434,pistol,36,28,560,388
1844,armas (887).jpg,252,200,pistol,21,32,162,142
1845,armas (868).jpg,225,225,pistol,50,31,102,72
1846,armas (868).jpg,225,225,pistol,139,43,166,69
1847,armas (868).jpg,225,225,pistol,75,140,136,182
1848,armas (2545).jpg,160,120,pistol,2,1,157,117
1849,armas (2115).jpg,660,327,pistol,79,51,502,324
1850,armas (1693).jpg,500,320,pistol,32,36,461,288
1851,armas (491).jpg,268,188,pistol,13,23,256,175
1852,armas (1739).jpg,500,376,pistol,32,47,474,323
1853,armas (2396).jpg,160,120,pistol,4,2,155,118
1854,armas (1410).jpg,500,375,pistol,60,20,430,375
1855,armas (242).jpg,840,571,pistol,161,256,360,406
1856,armas (1040).jpg,261,193,pistol,139,44,239,99
1857,armas (1555).jpg,500,332,pistol,83,1,430,320
1858,armas (1105).jpg,1200,1880,pistol,31,20,588,477
1859,armas (1105).jpg,1200,1880,pistol,620,25,1171,497
1860,armas (1105).jpg,1200,1880,pistol,325,300,879,517
1861,armas (1105).jpg,1200,1880,pistol,45,582,377,1014
1862,armas (1105).jpg,1200,1880,pistol,431,491,702,1022
1863,armas (1105).jpg,1200,1880,pistol,762,548,962,954
1864,armas (1105).jpg,1200,1880,pistol,1031,585,1117,942
1865,armas (1105).jpg,1200,1880,pistol,45,1054,531,1454
1866,armas (1105).jpg,1200,1880,pistol,577,1085,1157,1460
1867,armas (1105).jpg,1200,1880,pistol,40,1474,531,1780
1868,armas (307).jpg,750,750,pistol,40,125,698,628
1869,armas (2379).jpg,160,120,pistol,2,1,159,115
1870,armas (2683).jpg,160,120,pistol,1,1,157,118
1871,armas (1806).jpg,346,540,pistol,165,129,280,361
1872,armas (2729).jpg,160,120,pistol,4,1,157,116
1873,armas (2457).jpg,160,120,pistol,1,3,159,116
1874,armas (429).jpg,348,449,pistol,116,187,177,239
1875,armas (2904).jpg,1024,538,pistol,458,67,1010,499
1876,armas (583).jpg,300,370,pistol,16,70,277,306
1877,armas (2841).jpg,592,265,pistol,77,9,510,188
1878,armas (2142).jpg,650,400,pistol,1,147,649,284
1879,armas (995).jpg,258,195,pistol,17,60,89,124
1880,armas (1017).jpg,183,275,pistol,71,60,109,108
1881,armas (215).jpg,728,546,pistol,268,133,322,273
1882,armas (1447).jpg,500,333,pistol,57,121,396,259
1883,armas (645).jpg,248,270,pistol,92,103,118,134
1884,armas (1914).jpg,788,1000,pistol,76,87,758,696
1885,armas (2791).jpg,600,251,pistol,267,113,367,251
1886,armas (1851).jpg,700,467,pistol,229,163,304,313
1887,armas (350).jpg,640,480,pistol,554,333,584,377
1888,armas (1152).jpg,511,259,pistol,1,3,501,251
1889,armas (1502).jpg,500,375,pistol,117,93,395,303
1890,armas (595).jpg,661,496,pistol,233,3,453,496
1891,armas (1797).jpg,1280,853,pistol,134,99,1127,851
1892,armas (2912).jpg,632,420,pistol,75,169,370,313
1893,armas (2441).jpg,160,120,pistol,2,1,157,115
1894,armas (829).jpg,300,171,pistol,8,3,290,156
1895,armas (2504).jpg,160,120,pistol,3,2,156,115
1896,armas (983).jpg,274,162,pistol,15,15,258,152
1897,armas (2154).jpg,1851,2190,pistol,87,21,1823,1251
1898,armas (1328).jpg,450,300,pistol,41,78,134,115
1899,armas (1328).jpg,450,300,pistol,39,131,88,158
1900,armas (1328).jpg,450,300,pistol,50,163,75,182
1901,armas (1328).jpg,450,300,pistol,56,184,72,193
1902,armas (1328).jpg,450,300,pistol,58,198,69,204
1903,armas (1282).jpg,500,333,pistol,171,69,277,234
1904,armas (2857).jpg,1300,841,pistol,417,193,1167,728
1905,armas (1778).jpg,1920,1200,pistol,640,50,1257,1141
1906,armas (2787).jpg,440,505,pistol,14,22,427,494
1907,armas (1902).jpg,1300,1330,pistol,208,736,885,1150
1908,armas (653).jpg,640,479,pistol,228,68,417,479
1909,armas (1451).jpg,500,375,pistol,92,63,417,315
1910,armas (203).jpg,615,405,pistol,31,14,582,330
1911,armas (1001).jpg,263,192,pistol,96,17,227,72
1912,armas (1514).jpg,375,500,pistol,199,162,211,178
1913,armas (716).jpg,600,368,pistol,201,7,571,317
1914,armas (1144).jpg,550,309,pistol,188,165,238,228
1915,armas (1144).jpg,550,309,pistol,440,108,491,163
1916,armas (2338).jpg,160,120,pistol,5,3,155,113
1917,armas (2768).jpg,160,120,pistol,3,1,156,117
1918,armas (1847).jpg,481,354,pistol,46,129,61,151
1919,armas (1847).jpg,481,354,pistol,29,231,46,258
1920,armas (891).jpg,251,201,pistol,149,48,175,74
1921,armas (468).jpg,1023,682,pistol,286,246,486,562
1922,armas (2945).jpg,400,400,pistol,23,78,396,340
1923,armas (2800).jpg,300,450,pistol,180,164,222,219
1924,armas (487).jpg,1024,766,pistol,10,1,1008,766
1925,armas (1685).jpg,480,360,pistol,290,171,346,215
1926,armas (2553).jpg,160,120,pistol,2,4,154,116
1927,armas (1056).jpg,1024,683,pistol,386,197,726,414
1928,armas (254).jpg,634,360,pistol,52,5,570,348
1929,armas (1406).jpg,500,375,pistol,10,55,495,307
1930,armas (604).jpg,480,340,pistol,125,46,246,314
1931,armas (1955).jpg,1500,1100,pistol,617,81,867,585
1932,armas (2380).jpg,160,120,pistol,4,15,158,112
1933,armas (1810).jpg,346,540,pistol,164,351,252,519
1934,armas (2695).jpg,160,120,pistol,4,2,154,118
1935,armas (311).jpg,270,194,pistol,55,46,107,80
1936,armas (741).jpg,200,150,pistol,25,1,41,64
1937,armas (741).jpg,200,150,pistol,91,1,107,62
1938,armas (741).jpg,200,150,pistol,155,1,172,62
1939,armas (1543).jpg,320,209,pistol,126,8,162,114
1940,armas (1534).jpg,500,375,pistol,258,108,442,298
1941,armas (1164).jpg,1300,972,pistol,219,343,559,700
1942,armas (366).jpg,986,900,pistol,235,418,309,551
1943,armas (2318).jpg,160,120,pistol,2,2,155,120
1944,armas (1867).jpg,640,446,pistol,1,1,640,425
1945,armas (1922).jpg,1000,650,pistol,35,104,940,584
1946,armas (673).jpg,640,446,pistol,279,123,549,270
1947,armas (389).jpg,600,450,pistol,194,194,344,401
1948,armas (223).jpg,608,342,pistol,297,226,426,329
1949,armas (223).jpg,608,342,pistol,174,243,311,341
1950,armas (223).jpg,608,342,pistol,124,226,223,309
1951,armas (223).jpg,608,342,pistol,291,195,384,246
1952,armas (223).jpg,608,342,pistol,202,211,299,256
1953,armas (223).jpg,608,342,pistol,73,192,207,218
1954,armas (223).jpg,608,342,pistol,1,257,101,336
1955,armas (1021).jpg,275,183,pistol,149,35,246,163
1956,armas (809).jpg,300,300,pistol,4,104,294,215
1957,armas (2524).jpg,160,120,pistol,7,1,148,110
1958,armas (2174).jpg,160,120,pistol,5,2,154,116
1959,armas (1308).jpg,500,370,pistol,24,15,475,348
